source_id,target_id,rtt
0,0,0.0
0,1,5.601367548298173
0,2,29.88801726825495
0,3,39.13102335637616
0,4,39.25995325629326
0,5,34.43126685000454
1,0,5.601367548298173
1,1,0.0
1,2,28.069565050612916
1,3,36.86307487298634
1,4,36.98847964063542
1,5,31.159726504725874
2,0,29.88801726825495
2,1,28.069565050612916
2,2,0.0
2,3,9.452521364722278
2,4,9.582092531678795
2,5,9.467968989912421
3,0,39.13102335637616
3,1,36.86307487298634
3,2,9.452521364722278
3,3,0.0
3,4,0.12985829725488954
3,5,8.667796590127912
4,0,39.25995325629326
4,1,36.98847964063542
4,2,9.582092531678795
4,3,0.12985829725488954
4,4,0.0
4,5,8.735075258827562
5,0,34.43126685000454
5,1,31.159726504725874
5,2,9.467968989912421
5,3,8.667796590127912
5,4,8.735075258827562
5,5,0.0
